19063;16897;17274;15201;16661;15298;17708;14198;16807;13793;16606;13437;17063;13280;16901;13181;16778;13292;17469;13474;17182;13971;17255;14286;17442;14948;16735;14322;16514;14117;16640;14282
3994;4004;3954;3746;3683;3461;2811;2950;2164;2438;1755;2241;1384;1895;1511;1903;2904;2616;2818;2753;2934;2801;3060;2981;2544;2630;1998;2166;1845;1990;1307;1735
9925;8133;8855;7679;8752;7740;8948;7296;8659;6896;8692;7048;8875;7046;8708;7042;8755;7018;9252;7167;8801;7261;8695;7335;9123;7739;8687;7399;8687;7387;8802;7422
2098;1741;2412;1910;2165;1687;1534;1504;1335;1487;1006;1293;847;1055;970;1118;1750;1504;1331;1322;1287;1392;1535;1540;1089;1278;1090;1253;1001;1075;824;996
6970;5596;5790;5087;5813;4977;6051;4635;5706;4515;5719;4539;5814;4534;5759;4511;5703;4573;5895;4538;5924;4715;5940;4794;6384;5276;5968;4917;5945;4925;5880;4932
1607;1087;1596;1101;1548;998;1222;910;1045;855;877;821;743;685;763;664;1332;973;1232;849;1281;899;1327;951;1108;822;1048;797;731;593;517;516
20317;16659;18226;17117;19931;16852;20963;15762;18813;16395;18201;15817;18232;15172;18110;15125;17652;15221;18295;15116;17890;15572;18035;15922;18407;16687;18381;16751;18207;16725;18027;16680
5716;4553;5504;4462;5062;4135;4017;3857;3639;3494;3471;3264;2910;2945;2952;3018;4154;3503;4149;3602;4344;3780;4639;4049;4017;3551;3663;3391;3175;2950;2545;2750
6281;5143;6177;5462;6141;5389;6463;4973;6234;5042;6248;5033;6203;4813;6159;4777;6170;4885;6455;4955;6366;5028;6430;5171;6040;5177;5880;4989;5765;4941;5642;4908
1663;1323;1550;1185;1684;1351;1435;1359;1215;1137;1114;1071;894;924;1000;932;1465;1143;1400;1117;1486;1235;1789;1393;1617;1255;1416;1146;1198;1036;970;877
10982;9596;10792;9814;12124;10722;12516;9229;11435;9550;11278;9248;11167;9005;11146;8965;10788;9284;11453;9272;11255;9334;11184;9521;10385;9430;10228;9050;10088;8940;9963;8961
3897;3317;3798;3401;3596;3202;3241;2937;3069;2821;2621;2697;2430;2774;2381;2761;3209;2823;3182;2792;3234;3105;3496;3244;2899;2956;2694;2477;1953;1847;1939;2337
21860;18369;20701;19038;24714;20427;24717;17825;22004;19210;21344;18865;21181;18100;21079;18013;19982;17710;20805;17563;20904;18078;21046;18702;21692;19565;21467;19280;21463;19230;21174;19195
8232;6031;8509;6281;7942;5887;6485;5709;6325;5728;5893;5504;5371;5253;5316;5174;6873;5674;7066;5842;7159;6323;7560;6586;6935;5953;6500;5657;5812;5348;4905;5017
12369;10246;11294;10258;12854;10928;13010;9665;11825;10097;11706;9964;11621;9655;11516;9622;10898;9210;10651;8970;10358;9126;10332;9295;12031;10256;11894;9947;11979;9985;11917;9872
4398;3248;4336;3316;4062;3151;3261;2730;2992;2616;2294;2377;1991;2155;1955;2073;2509;2255;2363;2290;2435;2347;2629;2448;2744;2464;2487;2356;2107;1945;1502;1491
18804;15442;17929;17052;16878;14247;15012;15856;15863;14008;16689;14558;18127;15374;17831;15310;18104;15850;17963;15438;17417;15848;17617;16346;18409;16882;17905;16408;18102;16474;18317;16629
2677;2219;2570;2257;2381;2098;1827;1866;1661;1723;1317;1555;1016;1268;1016;1169;1636;1552;1537;1549;1754;1885;1960;2010;1850;1814;1836;1784;1595;1626;1308;1436
7277;6405;7071;6207;7007;6444;7184;5862;6967;5572;7001;5652;6921;5399;6914;5426;6945;5535;7136;5605;6953;5728;7007;5833;7473;6058;7195;5845;7186;5776;7165;5753
1853;1702;1865;1754;1964;1725;1493;1482;1190;1319;914;1131;821;1067;870;1118;1315;1362;1245;1332;1256;1389;1404;1366;1212;1240;1042;1105;900;974;733;846
12025;10536;12664;11645;12018;10775;11290;11094;11807;10132;11805;10125;12448;10420;12306;10430;12556;10678;12773;10479;12413;10727;12473;11076;12975;11105;12750;11003;12822;10966;12806;10982
2456;2363;2249;2296;2589;2439;1938;2155;1578;1986;1119;1750;968;1591;943;1398;1665;1733;1586;1759;1581;1792;1722;1891;1656;1861;1473;1695;1153;1430;852;1193
20223;17889;19622;16832;20120;16954;20110;15427;19866;15066;19655;14757;20420;14958;20741;15066;20790;14943;22269;15518;21922;15777;21577;15910;22130;16253;22366;16461;22270;16670;22399;16810
5005;3912;4914;3853;4223;3184;3092;3083;2689;2887;2251;2583;2059;2544;2680;2961;4311;3550;4001;3341;3996;3502;4559;3820;4237;3591;4165;3444;3845;3333;3433;3151
16936;14582;17059;15200;17805;14531;17323;14332;17083;13767;16595;13289;17264;13371;17684;13426;17664;13413;18729;13677;18472;14087;18279;14236;17852;13576;17868;13872;17799;14026;18071;14081
4165;3221;3868;2963;3453;2584;2451;2247;1888;1811;1458;1533;1372;1535;1690;1656;2872;2137;2887;2188;3020;2397;3351;2666;2897;2551;2881;2352;2582;2163;2257;2054
18235;15358;16076;14513;18706;14798;18603;12824;17353;12972;16816;12467;17094;12378;17210;12465;16791;12037;17625;12271;17660;12651;17823;12912;18391;13936;18893;14219;18752;14463;18705;14460
5832;4150;5585;4009;5089;3438;4644;3485;4148;3246;3557;2949;3054;2657;3203;2659;4226;3178;4641;3187;5069;3619;5352;3886;5169;3820;4773;3701;4470;3317;3809;3000
8125;6381;7973;7063;8525;6743;7952;6310;7748;6206;7705;6194;7981;6295;8161;6268;8072;6290;8420;6370;8480;6543;8477;6619;8570;6669;8866;6881;8648;6954;8678;6900
2112;1470;2008;1444;1749;1226;1223;1219;1150;1230;975;1216;858;1067;797;1055;1224;1205;1432;1291;1441;1336;1783;1485;1829;1405;1375;1214;1281;1110;1199;1001
3314;2851;3183;2571;3302;2768;3308;2475;3282;2397;3203;2308;3271;2281;3291;2288;3506;2289;3530;2507;3480;2567;3417;2571;3099;2287;3224;2359;3221;2364;3215;2369
890;617;949;608;826;507;672;519;541;430;460;336;459;394;444;488;688;573;623;548;630;570;728;608;576;486;631;483;530;421;541;437
27740;24303;27064;25993;28934;22475;26958;24667;27869;23677;28263;23576;29255;23678;29854;23869;29557;23395;30522;23604;30089;24148;29805;24432;27704;22696;28545;23758;28249;24127;28676;24155
5636;4578;5549;4202;4403;3736;3527;3388;3146;2977;2145;2287;1736;1896;1931;2009;3152;2587;3164;2601;3654;3031;3767;3077;3806;3200;3072;2687;2831;2444;2368;2040
41392;36453;40488;37399;43970;34062;41151;35634;41802;34492;41314;33753;42997;34454;43702;34860;42755;33574;44810;33832;44152;34816;43899;35471;45562;35155;46746;36745;46105;36989;46223;37032
10380;7142;10049;6886;8993;6183;7192;5652;6139;5307;5090;4618;4394;4299;4455;3808;7264;5144;7434;5619;7760;5794;8546;6337;7755;5874;7075;5316;5674;4748;4661;4114
14428;12652;13237;11263;14357;11920;14163;10206;13347;10186;12966;9702;13280;9683;13420;9725;13256;9500;13995;9783;13998;9998;13932;10285;15674;11088;15824;11331;15664;11404;15573;11390
4243;3207;4017;3028;3719;2810;2773;2668;2492;2476;2109;2255;1886;2144;2030;2152;3071;2708;3219;2895;3424;2995;3740;3148;3341;2995;3060;2877;2579;2481;2350;2229
9921;8770;9849;8756;10477;8498;10101;8020;10085;7830;9948;7774;10263;7724;10452;7728;10386;7633;11393;8167;11085;8386;10817;8382;10595;7966;10615;8065;10527;8127;10579;8146
2776;2151;2386;1731;1991;1527;1802;1531;1283;1401;1222;1184;990;1079;1391;1312;2211;1809;2014;1777;1953;1807;2186;1865;2018;1802;1888;1673;1625;1531;1349;1397
12261;10736;12457;11053;12103;10161;11590;9702;12181;9061;12384;9044;13108;9305;13337;9315;13490;9406;13953;9614;13877;9884;13700;10109;14411;10181;14211;9963;14081;10107;14277;10226
2253;1878;2122;1853;1684;1343;1294;1315;1133;1167;933;1060;876;898;917;1060;1577;1381;1714;1499;1727;1733;2119;1865;1882;1650;1593;1575;1431;1334;1204;1188
5254;4378;5472;4695;5453;4657;4839;4182;5066;3944;5135;3944;5311;3956;5354;3976;5605;4146;5966;4282;5955;4417;5804;4458;6011;4458;6061;4510;6089;4558;6116;4553
1370;1042;1037;810;913;626;863;932;617;644;554;662;514;653;531;665;924;824;945;812;940;938;1161;1033;907;958;984;855;819;771;827;776
8555;7265;8513;7931;9218;7210;8587;7106;8478;6989;8445;6966;8703;6999;8800;7032;8947;7070;9710;7398;9484;7580;9341;7724;9479;7459;9638;7565;9596;7659;9580;7685
2048;1482;2003;1352;1544;1126;1368;1360;1204;1291;1046;1186;919;1112;1170;1262;1873;1611;1641;1575;1698;1720;2065;1917;1935;1777;1781;1668;1710;1634;1568;1598
20272;16513;19275;16467;20998;16973;20906;15259;19521;14727;19136;14562;19798;14938;19944;15046;19832;15075;21421;15559;21258;15820;21175;16133;21962;16447;22020;16596;21815;16742;21893;16762
6363;4257;6148;4014;5439;3153;3868;2893;3432;2848;2747;2811;2361;2679;2795;2845;4125;3336;4137;3141;4737;3751;4990;3970;4879;4051;4411;3796;3583;3279;3505;3376
7740;6418;7668;6584;7853;6517;8171;6118;7916;5966;7509;5694;7731;5778;7609;5767;7689;5814;8372;6214;8131;6082;8131;5828;8257;5813;7980;5881;8014;5850;8256;5808
2168;1790;2168;1722;2045;1580;1580;1491;1467;1344;1127;1128;1063;1049;1091;1118;1748;1215;1651;1141;1703;1252;1925;1439;1619;1377;1390;1093;1341;1011;1106;997
16151;16089;15987;16167;16310;12447;14147;14933;15104;13407;14569;12760;15706;13552;16236;13642;16533;14241;16922;15053;16162;14928;16586;14371;16221;13677;17038;15034;17450;15061;17867;14951
2674;2287;2579;2241;2107;1828;1646;1557;1317;1314;1041;1090;786;926;827;970;1272;1218;1288;1293;1512;1543;1777;1713;1710;1720;1550;1596;1386;1426;1179;1251
19803;19903;19568;19417;19753;15283;18730;17960;18917;16911;18094;15915;19081;16496;19464;16547;20991;16990;20753;18174;19792;18083;20133;17327;19653;16486;20078;17586;20607;17644;21136;17602
3530;3018;3249;2811;2551;2364;2095;2197;1874;1940;1380;1703;1202;1441;1307;1416;2008;1739;1800;1809;2037;2048;2019;2092;1821;1919;1681;1856;1582;1726;1369;1463
8388;8334;8965;9255;9484;7229;8994;8607;8623;8303;8307;7926;8741;8119;8676;8128;9078;8113;9116;8541;8693;8461;8882;8103;8206;6935;8415;7393;8566;7388;8755;7324
1732;1548;1518;1432;1173;1127;913;1042;797;879;568;793;476;647;463;545;844;741;796;721;856;874;872;856;779;786;640;713;520;592;423;464
14749;14797;15305;14939;15210;11929;13285;14017;14089;12524;13606;11831;14440;12416;14756;12652;15941;13182;15889;13909;15151;13830;15560;13241;13701;11084;14160;11986;14564;11944;14894;11854
2430;2244;2459;2160;1845;1724;1385;1434;1127;1222;815;979;666;823;764;851;1191;1087;1187;1143;1386;1331;1365;1393;1321;1226;1272;1177;1024;982;894;810
28059;21904;28123;24308;29075;24112;29415;22184;28293;21542;27061;20613;27821;20929;27716;21030;28373;20884;29415;22028;28684;22018;29085;21429;33100;24472;31993;24218;32460;24254;32955;24048
8403;6416;8066;6301;7446;5861;6120;5407;5546;5176;4562;4680;3864;4189;4198;4270;6066;4626;6006;4935;6287;5306;6853;5573;6073;5150;5785;5005;5341;4674;4470;4356
27545;24223;27911;25382;30411;24495;30100;23106;27690;22925;26135;21789;26153;21153;26113;21136;26903;21086;27716;22518;26827;22466;27163;21571;28786;22428;27798;22343;28054;22241;28507;22177
8977;6857;8174;6135;7760;5692;5701;5183;4786;4556;4081;3819;3614;3487;3704;3358;4887;3905;4750;3897;5181;4381;5360;4437;4771;4320;4377;4036;3913;3686;3560;3418
16032;14764;16233;14709;18370;14139;17939;13700;16963;13732;16221;13209;16197;13079;15966;13161;16273;13217;17316;14121;17008;14173;17358;13905;17037;13606;16750;13714;16883;13679;16881;13438
5817;4024;6111;4059;5655;3860;4487;3607;4034;3261;3255;2927;2926;2971;3326;3005;4650;3533;4780;3652;4841;4116;4983;4095;4026;3583;3982;3411;3455;3141;3305;3040
